bucket_time_ms,open,high,low,close,ret_5s,ret_60s,ret_300s,ret_900s,rv_300s,range_pct,body_pct,upper_wick_pct,lower_wick_pct,price_ema_60s,price_ema_300s,price_ema_900s,price_trend_60_300,price_trend_300_900,delta_notional,total_notional,delta_vol,total_vol,flow_share,flow_share_ema_60s,flow_share_ema_300s,flow_share_ema_900s,flow_accel_60_300,flow_accel_300_900,flow_z_300s,flow_adv_900s,num_trades,trades_per_sec,notional_per_sec,vol_per_sec,avg_trade_notional,avg_trade_vol,buy_share_notional,sell_share_notional,is_warmed_up,gap_ms,data_gap
1768559120000,95428.73,95430.0,95428.73,95429.99,1.3203483709034458e-05,0.0,0.0,0.0,3.981827545446531e-06,0.0013308185403813565,0.9921259842553375,0.007874015743875081,0.0,95428.92796297387,95428.77954268534,95428.75328342718,0.14842028853308875,0.026259258156642318,42324.566280100014,43292.22637870001,0.44352,0.45366000000000006,0.9776481789101036,-0.19251816391307833,-0.7406580421487254,-0.8963352687242618,0.5481398782356471,0.1556772265755364,0.0,0.0,328,65.6,8658.445275740003,0.09073200000000001,131.98849505701224,0.001383109756097561,0.9888240894550517,0.011175910544948245,0,870,0
1768559125000,95429.99,95430.0,95429.99,95429.99,0.0,0.0,0.0,0.0,3.812303084041498e-06,1.0478886139211909e-05,0.0,0.9999999999,0.0,95429.09135328559,95428.81922981041,95428.76694880369,0.272123475180706,0.05228100671956781,-852.1896896000003,3163.5042896,-0.00893,0.03315,-0.2693815502010123,-0.20434330026506817,-0.7252063538881446,-0.8894076033262149,0.5208630536230764,0.16420124943807035,0.0,0.0,30,6.0,632.70085792,0.00663,105.45014298666666,0.0011049999999999999,0.36530922489949375,0.634690775100506,0,756,0
1768559130000,95429.99,95430.0,95429.99,95429.99,0.0,1.3098693468549527e-05,0.0,0.0,3.662737086251148e-06,1.0478886139211909e-05,0.0,0.9999999999,0.0,95429.22960662628,95428.85761571827,95428.78046318155,0.37199090801004786,0.07715253671631217,1091.7197430999995,11457.3252569,0.011439999999999992,0.12005999999999999,0.09528574240680893,-0.15824652446939477,-0.6983049736817527,-0.8785270138706014,0.5400584492123579,0.1802220401888487,0.0,0.0,20,4.0,2291.4650513799997,0.024012,572.8662628449999,0.006003,0.5476428712034044,0.4523571287965955,0,930,0
1768559135000,95429.99,95430.0,95429.99,95430.0,1.0478885492659629e-07,1.3308272563961054e-05,0.0,0.0,3.5274541480539338e-06,1.0478885041141476e-05,0.9999999999,0.0,0.0,95429.34812868378,95428.8950709406,95428.7939387265,0.4530577431723941,0.10113221409847029,969.5688207,1364.6489793,0.010159999999999999,0.0143,0.7104895364354736,-0.024594822791722704,-0.6521149897434829,-0.8609688199445674,0.6275201669517603,0.2088538302010845,0.0,0.0,8,1.6,272.92979586,0.00286,170.5811224125,0.0017875,0.8552447682177364,0.14475523178226282,0,1778,0
1768559140000,95430.0,95430.0,95429.99,95430.0,0.0,1.3203482323476123e-05,0.0,0.0,3.40798964078128e-06,1.0478885041141476e-05,0.0,0.0,0.9999999999,95429.44841657858,95428.93129812287,95428.80726537041,0.5171184557111701,0.12403275245742407,4370.6941052,6378.541094800001,0.0458,0.06684,0.6852184598705706,0.08460722069478396,-0.6082679913954812,-0.8438838776261681,0.6928752120902651,0.23561588623068697,0.0,0.0,7,1.4,1275.70821896,0.013368,911.2201564000001,0.009548571428571429,0.8426092299352852,0.15739077006471458,0,2464,0
1768559145000,95430.0,95430.0,95429.99,95429.99,-1.0478885492659629e-07,1.3098693468549527e-05,0.0,0.0,3.301757921184372e-06,1.0478886139211909e-05,0.9999999999,0.0,0.0,95429.53173710496,95428.96600965984,95428.82033426136,0.5657274451223202,0.14567539848212618,-36.26330800000005,1719.648508,-0.00038000000000000013,0.01802,-0.021087627984032208,0.06834647474419686,-0.5890161762016631,-0.8347922063594042,0.65736265094586,0.24577603015774108,0.0,0.0,3,0.6,343.9297016,0.0036040000000000004,573.2161693333334,0.006006666666666667,0.48945618600798363,0.5105438139920159,0,1320,0
1768559150000,95429.99,95430.0,95429.99,95429.99,0.0,1.3098693468549527e-05,0.0,0.0,3.2031723236130415e-06,1.0478886139211909e-05,0.0,0.9999999999,0.0,95429.60223908881,95428.99958311362,95428.83325874466,0.6026559751917375,0.16632436895451974,-515.3218885,1612.7668884999998,-0.005399999999999997,0.0169,-0.31952658017383384,0.008673697064499823,-0.5801804517417344,-0.8290986635286245,0.5888541488062342,0.2489182117868901,0.0,0.0,8,1.6,322.55337769999994,0.0033799999999999998,201.59586106249998,0.0021125,0.34023670991308286,0.6597632900869167,0,738,0
1768559155000,95429.99,95430.1,95429.99,95430.1,1.1526768108893748e-06,1.4356160519923833e-05,0.0,0.0,3.1087970971974728e-06,0.00011526761472594294,0.999999999990909,0.0,0.0,95429.67881769054,95429.03566235579,95428.8472558856,0.6431553347501904,0.18840647018805612,3269.4322595000003,3658.7866187,0.03426,0.03834,0.8935837478988208,0.1448137048851646,-0.5318603140486013,-0.8100634987614704,0.6766740189337659,0.2782031847128691,0.0,0.0,111,22.2,731.75732374,0.0076679999999999995,32.96204160990991,0.0003454054054054054,0.9467918739494102,0.05320812605058956,0,1485,0
1768559160000,95430.1,95430.2,95430.1,95430.19,9.430982217395467e-07,1.5194468501178449e-05,0.0,0.0,3.0213922010624415e-06,0.00010478864182421606,0.9000000000346557,0.09999999995534425,0.0,95429.75746112276,95429.07350949166,95428.86209283715,0.6839516311010811,0.2114166545070475,-1834.1681977,2866.7229617000003,-0.019219999999999998,0.03004,-0.6398135509447053,0.02410181937287692,-0.5353997644386376,-0.8081822838684676,0.5595015838115145,0.27278251942983,0.0,0.0,70,14.0,573.3445923400001,0.006008,40.95318516714286,0.00042914285714285716,0.18009322452764717,0.8199067754723525,0,585,0
1768559165000,95430.19,95430.2,95430.19,95430.19,0.0,1.529925874166338e-05,0.0,0.0,2.946314036340193e-06,1.047886417784698e-05,0.0,0.9999999999,0.0,95429.82400556542,95429.11011573783,95428.87676584448,0.713889827587991,0.23334989334398415,-949.5303861,1033.5089621,-0.00995,0.01083,-0.9187442208247873,-0.1209514175806099,-0.5479684351398229,-0.8094039627298634,0.42701701755921295,0.2614355275900405,0.0,0.0,11,2.2,206.70179242,0.002166,93.95536019090909,0.0009845454545454545,0.040627889587605895,0.9593721104123932,0,859,0
1768559170000,95430.19,95430.2,95430.19,95430.19,0.0,1.529925874166338e-05,0.0,0.0,2.876559270658006e-06,1.047886417784698e-05,0.0,0.9999999999,0.0,95429.88031240151,95429.14552177921,95428.89127671914,0.734790622300352,0.2542450600740267,-115.47044319999986,1770.2301112,-0.0012099999999999993,0.01855,-0.06522905834074019,-0.11237874692832225,-0.5321409145890332,-0.8011810356095417,0.41976216766071095,0.26904012102050845,0.0,0.0,43,8.6,354.04602224,0.00371,41.168142120930234,0.00043139534883720933,0.46738547082962967,0.5326145291703699,0,3426,0
1768559175000,95430.19,95430.2,95430.19,95430.2,1.0478863643470504e-07,1.5404047378098085e-05,0.0,0.0,2.810382460843678e-06,1.047886307978115e-05,0.9999999999,0.0,0.0,95429.92949510897,95429.18009483562,95428.90573774987,0.749400273343781,0.27435708575649187,402.71551980000004,1849.4372002,0.0042200000000000015,0.01938,0.21775030790796776,-0.06158966156889301,-0.5075543171301152,-0.7899221257364201,0.4459646555612222,0.28236780860630484,0.0,0.0,54,10.8,369.88744004,0.003876,34.24883704074074,0.0003588888888888889,0.6088751539539836,0.3911248460460159,0,521,0
1768559180000,95430.2,95430.2,95430.19,95430.2,0.0,2.2005636690636265e-06,0.0,0.0,2.749646118943525e-06,1.047886307978115e-05,0.0,0.0,0.9999999999,95429.97111124605,95429.21353434921,95428.92003899021,0.7575768968381453,0.29349535900109913,-1817.9450181000004,3753.2694741000005,-0.019050000000000004,0.03933,-0.4843630415148719,-0.12663172002212053,-0.5067939474378121,-0.7865457822643588,0.3801622274156916,0.27975183482654664,0.0,0.0,34,6.8,750.6538948200001,0.007866,110.39027865000001,0.0011567647058823528,0.2578184792425639,0.7421815207574358,0,1318,0
1768559185000,95430.2,95430.2,95430.19,95430.2,0.0,2.2005636690636265e-06,0.0,0.0,2.692679663297028e-06,1.047886307978115e-05,0.0,0.0,0.9999999999,95430.0063249005,95429.2458774853,95428.93418220579,0.7604474152030889,0.31169527950987685,-677.5542719,2149.0879559,-0.0070999999999999995,0.022520000000000002,-0.3152752636484122,-0.15565380365693463,-0.5005146463299629,-0.7813383732188788,0.3448608426730283,0.2808237268889159,0.0,0.0,5,1.0,429.81759118,0.004504,429.81759118,0.004504,0.3423623681757937,0.6576376318242059,0,701,0
1768559190000,95430.2,95430.2,95430.19,95430.2,0.0,2.2005636690636265e-06,0.0,0.0,2.63910907591184e-06,1.047886307978115e-05,0.0,0.0,0.9999999999,95430.03612106966,95429.2771601907,95428.94816914275,0.7589608789567137,0.32899104795069434,18279.654860800005,19249.225591200007,0.19155000000000003,0.20171000000000003,0.9496306630203736,0.014389960447266648,-0.45296889848241084,-0.762211643536677,0.4673588589296775,0.3092427450542662,0.0,0.0,44,8.8,3849.8451182400013,0.040342,437.48239980000017,0.0045843181818181825,0.9748153315101867,0.025184668489813166,0,1002,0
1768559195000,95430.2,95430.2,95430.19,95430.19,-1.0478863643470504e-07,1.9909861777023252e-06,0.0,0.0,2.5896509392370777e-06,1.047886417784698e-05,0.9999999999,0.0,0.0,95430.05979475126,95429.30708936477,95428.96189103069,0.7527053864905611,0.34519833407830447,2698.7661507,4506.2139492999995,0.02828,0.04722,0.5988988053084405,0.10431439811821648,-0.4184814327843501,-0.7471717490743001,0.5227958309025666,0.32869031628994994,0.0,0.0,7,1.4,901.2427898599999,0.009444,643.7448499,0.0067457142857142854,0.7994494026542202,0.20055059734577968,0,479,0
1768559200000,95430.19,95430.2,95430.19,95430.19,0.0,1.9909861777023252e-06,0.0,0.0,2.541885497218932e-06,1.047886417784698e-05,0.0,0.9999999999,0.0,95430.07982632799,95429.33603725444,95428.97546129556,0.7437890735454857,0.36057595888269134,2938.2958872,3495.6081968,0.030790000000000005,0.03663,0.8405678559427273,0.2175841608604489,-0.37720112823592133,-0.7296276650409628,0.5947852890963703,0.35242653680504143,0.0,0.0,10,2.0,699.12163936,0.007326000000000001,349.56081968,0.0036630000000000005,0.9202839279713635,0.07971607202863622,0,305,0
1768559205000,95430.19,95430.2,95430.19,95430.2,1.0478863643470504e-07,2.2005636690636265e-06,0.0,0.0,2.4958960150927765e-06,1.047886307978115e-05,0.9999999999,0.0,0.0,95430.09831458522,95429.36436390183,95428.98899210998,0.7339506833959604,0.37537179184437264,9488.624806599999,9881.797189399998,0.09942999999999999,0.10355,0.9602124618362184,0.33183466870287504,-0.33335150233191674,-0.7109553984456348,0.6651861710347917,0.3776038961137181,0.0,0.0,15,3.0,1976.3594378799996,0.02071,658.7864792933332,0.006903333333333333,0.9801062309181091,0.019893769081890687,0,897,0
1768559210000,95430.2,95430.2,95430.19,95430.2,0.0,2.2005636690636265e-06,0.0,0.0,2.4530494090966325e-06,1.047886307978115e-05,0.0,0.0,0.9999999999,95430.11395849519,95429.39176180668,95429.00237341264,0.7221966885117581,0.3893883940327214,-3841.0649797999995,7041.7938878,-0.04025,0.07379,-0.5454668286236969,0.1968652075757101,-0.3403061031939423,-0.709126795464177,0.5371713107696524,0.36882069227023473,0.0,0.0,18,3.6,1408.3587775600001,0.014757999999999999,391.21077154444447,0.004099444444444444,0.22726658568815147,0.7727334143118484,0,1257,0
1768559215000,95430.2,95430.26,95430.19,95430.25,5.239430169723391e-07,1.5718298751465909e-06,0.0,0.0,2.4103847871529833e-06,7.335200315668565e-05,0.7142857143943013,0.14285714279570647,0.14285714279570647,95430.13488795747,95429.41990076384,95429.01615934179,0.7149871936271666,0.4037414220510982,25258.467528899993,25997.097211499997,0.26468,0.27242,0.9715879939752171,0.31605332856024965,-0.2972931819752813,-0.6905553613267251,0.6133465105355309,0.3932621793514438,0.0,0.0,188,37.6,5199.419442299999,0.054484,138.2824319760638,0.0014490425531914894,0.9857939969876086,0.014206003012391364,0,932,0
1768559220000,95430.25,95430.26,95430.25,95430.26,1.0478856893314514e-07,7.335202223401893e-07,0.0,0.0,2.3711068504975663e-06,1.0478856491391001e-05,0.9999999999,0.0,0.0,95430.15413596401,95429.44744500109,95429.02990343746,0.7066909629211295,0.4175415636273101,-1732.0590121,2216.8447329,-0.01815,0.02323,-0.7813172417511529,0.14722708697388004,-0.31316282327940825,-0.6915582550330724,0.4603899102532883,0.3783954317536642,0.0,0.0,26,5.2,443.36894658,0.004646,85.26325895769232,0.0008934615384615385,0.10934137912442335,0.8906586208755762,0,785,0
1768559225000,95430.26,95430.26,95430.25,95430.26,0.0,7.335202223401893e-07,0.0,0.0,2.3343407847480664e-06,1.0478856491391001e-05,0.0,0.0,0.9999999999,95430.17042273878,95429.47408614859,95429.04349566468,0.6963365901901852,0.4305904839129653,494.32878030000006,1133.7114553000001,0.005180000000000001,0.011880000000000002,0.43602697846004523,0.19165783951021315,-0.28859922322237697,-0.6790987496906071,0.4802570627325901,0.39049952646823016,0.0,0.0,19,3.8,226.74229106,0.0023760000000000005,59.669023963157905,0.0006252631578947369,0.7180134892300222,0.281986510769977,0,193,0
1768559230000,95430.26,95430.26,95430.25,95430.26,0.0,7.335202223401893e-07,0.0,0.0,2.2992320215218743e-06,1.0478856491391001e-05,0.0,0.0,0.9999999999,95430.1842038559,95429.49985381585,95429.05693770153,0.6843500400427729,0.44291611431981437,-99609.1406341,99864.8937309,-1.04379,1.0464699999999998,-0.9974390089725708,0.008719862820554064,-0.31183987193549806,-0.6826163216163746,0.32055973475605215,0.3707764496808766,0.0,0.0,13,2.6,19972.97874618,0.20929399999999995,7681.914902376923,0.0804976923076923,0.0012804955137145726,0.9987195044862854,0,442,0
1768559235000,95430.26,95430.26,95430.25,95430.25,-1.0478856893314514e-07,5.239430169723391e-07,0.0,0.0,2.266391849657479e-06,1.047885758945545e-05,0.9999999999,0.0,0.0,95430.19432633961,95429.5244487727,95429.07012071037,0.6698775669065071,0.45432806233293377,413.21302860000003,466.6539686,0.00433,0.004889999999999999,0.8854805839103265,0.14360612760359598,-0.2725834635471104,-0.6652892839862453,0.41618959115070636,0.39270582043913493,0.0,0.0,6,1.2,93.33079372,0.000978,77.77566143333333,0.0008149999999999999,0.9427402919551621,0.05725970804483574,0,932,0
1768559240000,95430.25,95430.26,95430.25,95430.25,0.0,5.239430169723391e-07,0.0,0.0,2.23421752686249e-06,1.047885758945545e-05,0.0,0.9999999999,0.0,95430.20289151813,95429.54823733753,95429.08315805059,0.6546541806019377,0.46507928693608847,-12194.077285800002,13323.971564200001,-0.12777999999999998,0.13962,-0.9151983871358673,-0.019286874664013756,-0.2936528053041188,-0.6680507105403848,0.27436593064010506,0.374397905236266,0.0,0.0,7,1.4,2664.79431284,0.027923999999999997,1903.4245091714288,0.019945714285714285,0.0424008064320663,0.9575991935679335,0,2193,0
